"542","Cassis, cru","52"
"543","Cassoulet au canard ou oie, appertisé","100"
"544","Cassoulet au porc, appertisé","100"
"545","Cassoulet, appertisé","100"
"546","Caviar d'aubergine, préemballé","115"
"547","Caviar de tomates","115"
"548","Caviar, semiconserve","108"
"549","Céleri branche, appertisé, égoutté","73"
"550","Céleri branche, cru","72"
"551","Céleri branche, cuit","73"
"552","Céleri branche, cuit à l'étouffée","73"
"553","Céleri rave, bouilli/cuit à l'eau","73"
"554","Céleri rémoulade, préemballé","114"
"555","Célerirave, cru","72"
"556","Célerirave, cuit","73"
"557","Célerirave, purée","73"
"558","Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux)","25"
"559","Céréales complètes soufflées, enrichies en vitamines et minéraux","25"
"560","Céréales instantanées, poudre à reconstituer, dès 4/6 mois","26"
"561","Céréales instantanées, poudre à reconstituer, dès 6 mois","26"
"562","Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)","25"
"563","Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux","25"
"564","Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)","25"
"565","Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux","25"
"566","Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux","25"
"567","Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)","25"
"568","Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux","25"
"569","Céréales pour petit déjeuner (aliment moyen)","25"
"570","Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux","25"
"571","Céréales pour petit déjeuner fourrées au chocolat ou chocolatnoisettes","25"
"572","Céréales pour petit déjeuner fourrées au chocolat ou chocolatnoisettes, enrichies en vitamines et minéraux","25"
"573","Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux","25"
"574","Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux","25"
"575","Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux","25"
"576","Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux","25"
"577","Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen)","25"
"578","Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen)","25"
"579","Cerf, cru","57"
"580","Cerf, rôti/cuit au four","57"
"581","Cerfeuil, frais","60"
"582","Cerise acérola, pulpe, crue, prélevée à la Martinique","53"
"583","Cerise, dénoyautée, crue","52"
"584","Cervelas","10"
"585","Cervelas à l'ail, pur porc","10"
"586","Cervelas obernois","10"
"587","Cervelle, agneau, crue","1"
"588","Cervelle, agneau, cuite","1"
"589","Cervelle, porc, braisée","1"
"590","Cervelle, porc, crue","1"
"591","Cervelle, veau, crue","1"
"592","Cervelle, veau, cuite","1"
"593","Chabichou (fromage de chèvre)","45"
"594","Chadèque, pulpe, cru, prélevé à la Martinique","53"
"595","Chair à saucisse, crue","117"
"596","Chair à saucisse, pur porc, crue","117"
"597","Champagne","128"
"598","Champignon de Paris ou champignon de couche, appertisé, égoutté","73"
"599","Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau","73"
"600","Champignon de Paris ou champignon de couche, cru","72"
"601","Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","73"
"602","Champignon de Paris ou champignon de couche, surgelé, cru","72"
"603","Champignon noir, séché","76"
"604","Champignon, cèpe, cru","72"
"605","Champignon, chanterelle ou girolle, crue","72"
"606","Champignon, lentin comestible ou shiitaké, cuit","73"
"607","Champignon, lentin comestible ou shiitaké, séché","76"
"608","Champignon, morille, crue","72"
"609","Champignon, oronge vraie, crue","72"
"610","Champignon, pleurote, crue","72"
"611","Champignon, rosé des prés, cru","72"
"612","Champignon, tout type, appertisé, égoutté","73"
"613","Champignon, tout type, cru","72"
"614","Champignon, truffe noire, crue","72"
"615","Champignons à la grecque, appertisés","111"
"616","Chaource","45"
"617","Chapelure","16"
"618","Chapon, viande et peau, cru","11"
"619","Chapon, viande et peau, rôti/cuit au four","11"
"620","Charcuterie (aliment moyen)","27"
"621","Charlotte aux fruits","56"
"622","Châtaigne ou Marron, appertisé","50"
"623","Châtaigne, bouillie/cuite à l'eau","50"
"624","Châtaigne, crue","50"
"625","Châtaigne, grillée","50"
"626","Chausson aux pommes","127"
"627","Chayote ou christophine ou chouchou, bouillie/cuite à l'eau","73"
"628","Chayote ou christophine ou chouchou, crue","30"
"629","Chayote ou christophine ou chouchou, pulpe avec pépins, cuite à la vapeur, prélevée à La Réunion (Sechium edule)","75"
"630","Cheddar","47"
"631","Cheeseburger, provenant de fast food","112"
"632","Cheesecake ou Gâteau au fromage frais, préemballé","6"
"633","Cheval, entrecôte, crue","11"
"634","Cheval, entrecôte, grillée/poêlée","11"
"635","Cheval, fauxfilet, cru","11"
"636","Cheval, fauxfilet, grillé/poêlé","11"
"637","Cheval, fauxfilet, rôti/cuit au four","11"
"638","Cheval, steak, cru","11"
"639","Cheval, tende de tranche, crue","11"
"640","Cheval, tende de tranche, grillée/poêlée","11"
"641","Cheval, tende de tranche, rôtie/cuite au four","11"
"642","Cheval, viande, crue","11"
"643","Cheval, viande, rôtie/cuite au four","11"
"644","Chevreau, cru","11"
"645","Chevreau, cuit","11"
"646","Chevreuil, cru","57"
"647","Chevreuil, rôti/cuit au four","57"
"648","Chevrot (fromage de chèvre)","45"
"649","Chewinggum, sans sucre","32"
"650","Chewinggum, sucré","32"
"651","Chewinggum, teneur en sucre inconnue (aliment moyen)","32"
"652","Chia, graine, séchée","50"
"653","Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)","24"
"654","Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demiécrémé standard)","24"
"655","Chicorée et café, poudre soluble","20"
"656","Chicorée rouge, crue","72"
"657","Chicorée verte, crue","72"
"658","Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demiécrémé standard)","24"
"659","Chicorée, poudre soluble","20"
"660","Chili con carne, préemballé","100"
"661","Chinchard gras, cru","103"
"662","Chinchard maigre, cru","103"
"663","Chinchard, cru","103"
"664","Chipolata, crue","117"
"665","Chipolata, cuite","117"
"666","Chips d'abricot pays, pulpe, prélevé à la Martinique","53"
"667","Chips de crevette","17"
"668","Chips de giraumon (variété locale), pulpe, prélevé à la Martinique","74"
"669","Chips de giraumon (variété phoenix), pulpe, prélevé à la Martinique","74"
"670","Chips de maïs ou tortilla chips","17"
"671","Chips de pommes de terre et assimilés nature ou aromatisées, allégées en matière grasse","105"
"672","Chips de pommes de terre nature ou aromatisées, à l'ancienne","105"
"673","Chips de pommes de terre nature ou aromatisées, standard","105"
"674","Chocolat au lait aux céréales croustillantes, tablette","28"
"675","Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette","28"
"676","Chocolat au lait fourré","28"
"677","Chocolat au lait fourré au praliné, tablette","28"
"678","Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette","28"
"679","Chocolat au lait, tablette","28"
"680","Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette","28"
"681","Chocolat blanc, tablette","28"
"682","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette","28"
"683","Chocolat noir à 70% cacao minimum, extra, dégustation, tablette","28"
"684","Chocolat noir à moins de 70% de cacao, à croquer, tablette","28"
"685","Chocolat noir aux fruits (orange, framboise, poire), tablette","28"
"686","Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette","28"
"687","Chocolat noir fourrage confiseur à la menthe","28"
"688","Chocolat noir fourré praliné, tablette","28"
"689","Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette","28"
"690","Chocolat, en tablette (aliment moyen)","28"
"691","Chop suey (porc ou poulet), préemballé","100"
"692","Chorizo","10"
"693","Chorizo supérieur, doux ou fort, type charcuterie en tranches","10"
"694","Chorizo supérieur, doux ou fort, type saucisse sèche","10"
"695","Chou à la crème (chantilly ou pâtissière)","56"
"696","Chou à la crème chantilly, Sainthonoré","56"
"697","Chou à la crème pâtissière","56"
"698","Chou blanc, bouilli/cuit à l'eau","73"
"699","Chou blanc, cru","72"
"700","Chou chinois (pakchoi ou pétsai), cuit","73"
"701","Chou chinois ou pakchoi ou pétsai, cru","72"
"702","Chou de Bruxelles, appertisé, égoutté","73"
"703","Chou de Bruxelles, bouilli/cuit à l'eau","73"
"704","Chou de Bruxelles, cru","72"
"705","Chou de Bruxelles, cuit","73"
"706","Chou de Bruxelles, surgelé, cru","72"
"707","Chou de Bruxelles, surgelé, cuit","73"
"708","Chou dur ou chou caraïbe, pulpe, cuit à la vapeur, prélevé à la Martinique","74"
"709","Chou farci, préemballé","100"
"710","Chou frisé, cru","72"
"711","Chou frisé, cuit","73"
"712","Chou romanesco ou brocoli à pomme, cru","72"
"713","Chou romanesco ou brocoli à pomme, cuit","73"
"714","Chou rouge, bouilli/cuit à l'eau","73"
"715","Chou rouge, cru","72"
"716","Chou rouge, cuit à l'étouffée","73"
"717","Chou vert, bouilli/cuit à l'eau","73"
"718","Chou vert, cru","72"
"719","Chou vert, cuit","73"
"720","Choucroute garnie, préemballée","100"
"721","Choucroute, sans garniture, égouttée, cuite","96"
"722","Choufleur, cru","72"
"723","Choufleur, cuit","73"
"724","Choufleur, cuit à la vapeur","73"
"725","Choufleur, surgelé, cru","72"
"726","Choufleur, surgelé, cuit","73"
"727","Chouquette","127"
"728","Chourave, bouilli/cuit à l'eau","73"
"729","Chourave, cru","72"
"730","Christophine à peau blanche, pulpe, cuite à la vapeur, prélevée à la Martinique","74"
"731","Christophine à peau verte, pulpe, cuite à la vapeur, prélevée à la Martinique","74"
"732","Christophine blanche, pulpe, appertisée, non égouttée, prélevée à la Martinique","74"
"733","Christophine, pulpe, cuite à la vapeur, surgelée, prélevée à la Martinique","74"
"734","Ciboule ou Ciboulette, fraîche","60"
"735","Cidre (aliment moyen)","15"
"736","Cidre aromatisé (framboise)","15"
"737","Cidre bouché demisec","15"
"738","Cidre brut","15"
"739","Cidre doux","15"
"740","Cidre traditionnel","15"
"741","Cigarette","18"
"742","Citron givré ou Orange givrée (sorbet)","36"
"743","Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","20"
"744","Citron vert ou Lime, pulpe, cru","52"
"745","Citron, pulpe, cru","52"
"746","Citron, zeste, cru","52"
"747","Citrouille, pulpe, crue","72"
"748","Clafoutis aux fruits, préemballé","6"
"749","Clam, Praire ou Palourde, bouilli/cuit à l'eau","83"
"750","Clam, Praire ou Palourde, cru","82"
"751","Clémentine ou Mandarine, pulpe, crue","52"
"752","Clou de girofle","42"
"753","Cocktail à base de rhum","29"
"754","Cocktail à base de whisky","29"
"755","Cocktail sans alcool (à base de jus de fruits et de sirop)","29"
"756","Cocktail type punch, 16% alcool","29"
"757","Coeur de palmier, appertisé, égoutté","73"
"758","Coeur, agneau, cru","1"
"759","Coeur, agneau, cuit","1"
"760","Coeur, boeuf, cru","1"
"761","Coeur, boeuf, cuit","1"
"762","Coeur, dinde, cru","1"
"763","Coeur, dinde, cuit","1"
"764","Coeur, porc, cru","1"
"765","Coeur, poulet, cru","1"
"766","Coeur, poulet, cuit","1"
"767","Coeur, veau, cru","1"
"768","Coing, cru","52"
"769","Cola, non sucré, avec édulcorants","22"
"770","Cola, non sucré, avec édulcorants, sans caféine","22"
"771","Cola, sucré","22"
"772","Cola, sucré, avec édulcorants","22"
"773","Cola, sucré, sans caféine","22"
"774","Cola, teneur en sucre et édulcorant inconnue (aliment moyen)","22"
"775","Compote de pomme","30"
"776","Compote de pomme, allégée en sucres","30"
"777","Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)","30"
"778","Compote, tout type de fruits","30"
"779","Compote, tout type de fruits, allégée en sucres","30"
"780","Compote, tout type de fruits, allégée en sucres, rayon frais","30"
"781","Comté","47"
"782","Concombre, pulpe avec graines, cru, prélevé à la Martinique","74"
"783","Concombre, pulpe et peau, cru","72"
"784","Concombre, pulpe, cru","72"
"785","Concombre, pulpe, cru, prélevé à la Martinique","74"
"786","Cône ou cornet classique, pour glace","18"
"787","Confiserie au chocolat dragéifiée","28"
"788","Confit de canard","10"
"789","Confit de canard, viande (cuisse), sans peau, réchauffé","10"
"790","Confit de foie de porc","89"
"791","Confit de foie de volaille","89"
"792","Confiture d'abricot (extra ou classique)","33"
"793","Confiture de cerise (extra ou classique)","33"
"794","Confiture de fraise (extra ou classique)","33"
"795","Confiture de framboise (extra ou classique)","33"
"796","Confiture de lait","33"
"797","Confiture de myrtilles (extra ou classique)","33"
"798","Confiture de prune (extra ou classique)","33"
"799","Confiture ou Marmelade, tout type de fruits (aliment moyen)","33"
"800","Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen)","33"
"801","Confiture, tout type de fruits, allégée en sucres (extra ou classique)","33"
"802","Congre, cru","103"
"803","Cookie aux pépites de chocolat","18"
"804","Coppa","66"
"805","Coq au vin","101"
"806","Coquille SaintJacques, noix et corail, crue","82"
"807","Coquille SaintJacques, noix et corail, cuite","83"
"808","Coquille SaintJacques, noix, crue","82"
"809","Corb, cru","103"
"810","Cordon bleu de volaille, préemballé","9"
"811","Corégone lavaret, cru","103"
"812","Coriandre, fraiche","60"
"813","Coriandre, graine","42"
"814","Corne de gazelle (pâtisserie orientale aux amandes et sirop)","56"
"815","Cornedbeef, appertisé","10"
"816","Cornichon, aigredoux","31"
"817","Cornichon, au vinaigre","31"
"818","Coulirou, cru","103"
"819","Coulis de fruits rouges (framboises, fraises, groseilles, cassis)","30"
"820","Coulommiers","45"
"821","Coupe glacée parfum pêche Melba ou poire BelleHélène","36"
"822","Coupe glacée type café ou chocolat liégeois","36"
"823","Courge doubeurre (butternut), pulpe, crue","72"
"824","Courge doubeurre (butternut), pulpe, cuite","73"
"825","Courge hokkaïdo, pulpe, crue","72"
"826","Courge melonnette, pulpe, crue","72"
"827","Courge musquée, pulpe, crue","72"
"828","Courge musquée, pulpe, cuite","73"
"829","Courge spaghetti, pulpe, crue","72"
"830","Courge spaghetti, pulpe, cuite","73"
"831","Courge, crue","72"
"832","Courgette, pulpe et peau, crue","72"
"833","Courgette, pulpe et peau, cuite","73"
"834","Courgette, pulpe et peau, rôtie/cuite au four","73"
"835","Courgette, pulpe et peau, surgelée, crue","72"
"836","Courgette, purée","73"
"837","Couronne de Noël (Brioche) aux fruits confits, préemballée","127"
"838","Courtbouillon pour poissons, déshydraté","3"
"839","Couscous à la viande ou au poulet, préemballé, allégé","99"
"840","Couscous à la viande, préemballé","99"
"841","Couscous au mouton","99"
"842","Couscous au poisson","97"
"843","Couscous au poulet","99"
"844","Couscous de légumes, préemballé","94"
"845","Couscous royal (avec plusieurs viandes), préemballé","99"
"846","Crabe ou Tourteau, bouilli/cuit à l'eau","83"
"847","Crabe, cru","82"
"848","Crabe, miettes et ou pattes décortiquées, appertisé, égoutté","108"
"849","Crackers de table au froment","16"
"850","Crème anglaise, préemballée","116"
"851","Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais","38"
"852","Crème brûlée, rayon frais","38"
"853","Crème caramel, rayon frais","38"
"854","Crème chantilly, sous pression, UHT","34"
"855","Crème de cassis","80"
"856","Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)","34"
"857","Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","34"
"858","Crème de lait, 15 à 20% MG, légère, fluide, rayon frais","34"
"859","Crème de lait, 15 à 20% MG, légère, semiépaisse, UHT","34"
"860","Crème de lait, 30% MG, épaisse, rayon frais","34"
"861","Crème de lait, 30% MG, semiépaisse, UHT","34"
"862","Crème de marrons","50"
"863","Crème de marrons vanillée, appertisée","50"
"864","Crème dessert à la vanille, appertisée","38"
"865","Crème dessert à la vanille, rayon frais","38"
"866","Crème dessert au café, rayon frais","38"
"867","Crème dessert au caramel, rayon frais","38"
"868","Crème dessert au chocolat, appertisée","38"
"869","Crème dessert au chocolat, rayon frais","38"
"870","Crème dessert, allégée en MG, rayon frais","38"
"871","Crème dessert, appertisée (aliment moyen)","38"
"872","Crème dessert, rayon frais (aliment moyen)","38"
"873","Crème dessert, rayon frais ou appertisée (aliment moyen)","38"
"874","Crème d'Isigny AOP, >= 35% MG","34"
"875","Crème pâtissière","6"
"876","Crêpe dentelle","18"
"877","Crêpe dentelle (pour apéritif) au fromage, préemballée","17"
"878","Crêpe dentelle au chocolat, préemballée","18"
"879","Crêpe fourrée à la confiture, maison","56"
"880","Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison","56"
"881","Crêpe fourrée au sucre, préemballée","56"
"882","Crêpe fourrée chocolat, préemballée","56"
"883","Crêpe fourrée fraise, préemballée","56"
"884","Crêpe ou Galette aux noix de St Jacques, préemballée","93"
"885","Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée","93"
"886","Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée","93"
"887","Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée","93"
"888","Crêpe ou Galette fourrée béchamel champignon, préemballée","93"
"889","Crêpe ou Galette fourrée béchamel fromage, préemballée","93"
"890","Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée","93"
"891","Crêpe ou Galette fourrée béchamel jambon fromage, préemballée","93"
"892","Crêpe ou Galette fourrée béchamel jambon, préemballée","93"
"893","Crêpe, nature, préemballée, rayon frais","56"
"894","Crêpe, nature, préemballée, rayon température ambiante","56"
"895","Cresson alénois, cru","72"
"896","Cresson de fontaine, cru","72"
"897","Cresson, feuille, cru, prélevé à la Martinique","74"
"898","Crevette géante tigrée, cuite","83"
"899","Crevette grise, cuite","83"
"900","Crevette pattes blanches, cuite","83"
"901","Crevette rose bouquet, cuite","83"
"902","Crevette rose, crue","82"
"903","Crevette royale rose, cuite","83"
"904","Crevette, crue","82"
"905","Crevette, cuite","83"
"906","Crevette, surgelée, crue","82"
"907","Croissant au beurre, artisanal","127"
"908","Croissant au jambon","43"
"909","Croissant au jambon fromage, préemballé","43"
"910","Croissant aux amandes, artisanal","127"
"911","Croissant ordinaire, artisanal","127"
"912","Croissant, sans précision","127"
"913","Croquemadame","112"
"914","Croquemonsieur, fait maison","112"
"915","Croquemonsieur, préemballé","112"
"916","Crosne, cuit","73"
"917","Crosne, surgelé, cru","72"
"918","Crottin de Chavignol (fromage de chèvre)","45"
"919","Crottin de chèvre, au lait cru","45"
"920","Crottin de chèvre, sans précision","45"
"921","Croûton à l'ail aux fines herbes ou aux oignons, préemballé","16"
"922","Croûton à tartiner","16"
"923","Croûtons nature, préemballés","16"
"924","Crudité, sans assaisonnement (aliment moyen)","111"
"925","Crumble aux pommes","56"
"926","Cucurbitacées, graine","50"
"927","Cumin, graine","42"
"928","Curcuma, poudre","42"
"929","Curry, poudre","42"
"930","Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique","74"
"931","Datte, pulpe et peau, sèche","55"
"932","Denté, cru","103"
"933","Dés, allumettes, râpé ou haché de jambon","65"
"934","Dés, allumettes, râpé ou haché de jambon de volaille","65"
"935","Dessert (aliment moyen)","13"
"936","Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé","39"
"937","Dessert au soja, aromatisé, sucré, non enrichi, préemballé","39"
"938","Dessert au soja, aux amandes, fermenté, préemballé","39"
"939","Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé","39"
"940","Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé","39"
"941","Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé","39"
"942","Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé","39"
"943","Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)","30"
"944","Dessert glacé feuilleté, à partager","36"
"945","Dessert glacé type mystère ou vacherin","36"
"946","Dessert glacé, type sundae","36"
"947","Dessert lacté infantile au riz ou à la semoule","37"
"948","Dessert lacté infantile nature sucré ou aux fruits","37"
"949","Dessert lacté infantile type crème dessert","37"
"950","Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé","39"
"951","Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé","39"
"952","Diabolo (limonade et sirop)","22"
"953","Dinde, aile, crue","40"
"954","Dinde, cuisse, viande et peau, crue","40"
"955","Dinde, cuisse, viande sans peau, crue","40"
"956","Dinde, escalope viennoise ou milanaise ou escalope panée","9"
"957","Dinde, escalope, crue","40"
"958","Dinde, escalope, rôtie/cuite au four","40"
"959","Dinde, escalope, sautée/poêlée","40"
"960","Dinde, viande et peau, crue","40"
"961","Dinde, viande, crue","40"
"962","Dinde, viande, rôtie/cuite au four","40"
"963","Diot, cru","117"
"964","Dorade (Daurade) royale, cuite au four","104"
"965","Dorade grise, ou daurade grise, ou griset, crue","103"
"966","Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four","104"
"967","Dorade rose, ou daurade rose, crue","103"
"968","Dorade royale ou daurade ou vraie daurade, crue, élevage","103"
"969","Dorade royale, ou daurade ou vraie daurade, crue, sauvage","103"
"970","Double cheeseburger, provenant de fast food","112"
"971","Dourian, pulpe, cru","52"
"972","Dragée amande","32"
"973","Dulse (Palmaria palmata), séchée ou déshydratée","5"
"974","Eau de coco","22"
"975","Eau de source Cristaline, embouteillée, non gazeuse","41"
"976","Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)","41"
"977","Eau de source, embouteillée (aliment moyen)","41"
"978","Eau de vie","80"
"979","Eau de vie de vin, type armagnac, cognac","80"
"980","Eau de vie, type calvados","80"
"981","Eau du robinet","41"
"982","Eau embouteillée de source","41"
"983","Eau minérale (aliment moyen)","41"
"984","Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)","41"
"985","Eau minérale AixlesBains, embouteillée, non gazeuse, faiblement minéralisée (AixlesBains, 73)","41"
"986","Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)","41"
"987","Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (StAmand, 59)","41"
"988","Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)","41"
"989","Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)","41"
"990","Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)","41"
"991","Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","41"
"992","Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (StGalmier, 42)","41"
"993","Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)","41"
"994","Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)","41"
"995","Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)","41"
"996","Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)","41"
"997","Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)","41"
"998","Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)","41"
"999","Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)","41"
"1000","Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)","41"
"1001","Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)","41"
"1002","Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)","41"
"1003","Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)","41"
"1004","Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59)","41"
"1005","Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","41"
"1006","Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)","41"
"1007","Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)","41"
"1008","Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)","41"
"1009","Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)","41"
"1010","Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)","41"
"1011","Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)","41"
"1012","Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)","41"
"1013","Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)","41"
"1014","Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)","41"
"1015","Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","41"
"1016","Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)","41"
"1017","Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)","41"
"1018","Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","41"
"1019","Eau minérale MontBlanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)","41"
"1020","Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)","41"
"1021","Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)","41"
"1022","Eau minérale MontRoucous, embouteillée, très faiblement minéralisée (Lacaune, 81)","41"
"1023","Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)","41"
"1024","Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)","41"
"1025","Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (OgeulesBains, 64)","41"
"1026","Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (OgeulesBains, 64)","41"
"1027","Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (StAmand, 59)","41"
"1028","Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)","41"
"1029","Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (StRomainlePuy, 42)","41"
"1030","Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)","41"
"1031","Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)","41"
"1032","Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)","41"
"1033","Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (StAntoninNobleVal, 82)","41"
"1034","Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)","41"
"1035","Eau minérale Puits StGeorges, embouteillée, gazeuse, moyennement minéralisée (StRomainlePuy, 42)","41"
"1036","Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)","41"
"1037","Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)","41"
"1038","Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)","41"
"1039","Eau minérale SaillesBains, embouteillée, non gazeuse, faiblement minéralisée (SaillesBains, 42)","41"
"1040","Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)","41"
